user_id,age,country,geo_loc,lat,long,isbn,book_title,book_author,year_pub,book_rating,image_url_l
2954,71,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0891415947,August 1944: The Campaign for France,Robert A. Miller,1996,7,http://images.amazon.com/images/P/0891415947.01.LZZZZZZZ.jpg
2972,60,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0553080237,A Sorrow in Our Heart: The Life of Tecumseh,Allan W. Eckert,1992,6,http://images.amazon.com/images/P/0553080237.01.LZZZZZZZ.jpg
2995,61,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0060928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,1997,6,http://images.amazon.com/images/P/0060928336.01.LZZZZZZZ.jpg
3063,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0553106678,The Matarese Countdown,Robert Ludlum,1997,8,http://images.amazon.com/images/P/0553106678.01.LZZZZZZZ.jpg
3063,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0684802988,FLOOD TIDE,Clive Cussler,1997,7,http://images.amazon.com/images/P/0684802988.01.LZZZZZZZ.jpg
3296,63,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0060283122,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",Lemony Snicket,1999,9,http://images.amazon.com/images/P/0060283122.01.LZZZZZZZ.jpg
3331,60,usa,"39.7837304, -100.445882",39.7837304,-100.445882,006109157X,Dead Eyes,Stuart Woods,1994,8,http://images.amazon.com/images/P/006109157X.01.LZZZZZZZ.jpg
3331,60,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0345444892,"Murder at Ford's Theatre (Truman, Margaret, Capital Crimes Series.)",MARGARET TRUMAN,2002,7,http://images.amazon.com/images/P/0345444892.01.LZZZZZZZ.jpg
3331,60,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0425161242,Chromosome 6,Robin Cook,2000,10,http://images.amazon.com/images/P/0425161242.01.LZZZZZZZ.jpg
3331,60,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0425189104,Murder on Mulberry Bend (Gaslight Mystery),Victoria Thompson,2003,6,http://images.amazon.com/images/P/0425189104.01.LZZZZZZZ.jpg
3331,60,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0446527785,A Bend in the Road,Nicholas Sparks,2001,10,http://images.amazon.com/images/P/0446527785.01.LZZZZZZZ.jpg
3331,60,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0446613436,The Guardian,Nicholas Sparks,2004,9,http://images.amazon.com/images/P/0446613436.01.LZZZZZZZ.jpg
3331,60,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0451205294,Fatal Care,Leonard Goldberg,2001,7,http://images.amazon.com/images/P/0451205294.01.LZZZZZZZ.jpg
3331,60,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0553576011,Send No Flowers,SANDRA BROWN,2000,9,http://images.amazon.com/images/P/0553576011.01.LZZZZZZZ.jpg
3331,60,usa,"39.7837304, -100.445882",39.7837304,-100.445882,067102535X,"Last Dance, Last Chance (Ann Rule's Crime Files)",Ann Rule,2002,9,http://images.amazon.com/images/P/067102535X.01.LZZZZZZZ.jpg
3331,60,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0671868713,And Never Let Her Go : Thomas Capano: The Deadly Seducer,Ann Rule,2000,9,http://images.amazon.com/images/P/0671868713.01.LZZZZZZZ.jpg
3344,61,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0142003190,A Noble Radiance,Donna Leon,2003,7,http://images.amazon.com/images/P/0142003190.01.LZZZZZZZ.jpg
3344,61,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0312272057,Dry: A Memoir,Augusten Burroughs,2003,7,http://images.amazon.com/images/P/0312272057.01.LZZZZZZZ.jpg
3344,61,usa,"39.7837304, -100.445882",39.7837304,-100.445882,042518336X,American Fuji,Sara Backer,2002,8,http://images.amazon.com/images/P/042518336X.01.LZZZZZZZ.jpg
3344,61,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0671027360,Angels &amp; Demons,Dan Brown,2001,8,http://images.amazon.com/images/P/0671027360.01.LZZZZZZZ.jpg
3344,61,usa,"39.7837304, -100.445882",39.7837304,-100.445882,1400034779,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),Alexander McCall Smith,2003,9,http://images.amazon.com/images/P/1400034779.01.LZZZZZZZ.jpg
3393,55,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0425191184,Red Rabbit,Tom Clancy,2003,9,http://images.amazon.com/images/P/0425191184.01.LZZZZZZZ.jpg
3463,66,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0842372180,The Topsy-Turvy Kingdom,Dottie McDowell,1996,9,http://images.amazon.com/images/P/0842372180.01.LZZZZZZZ.jpg
3544,58,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0385337272,The Devil's Banker,CHRISTOPHER REICH,2003,8,http://images.amazon.com/images/P/0385337272.01.LZZZZZZZ.jpg
3556,68,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0141312424,My Side of the Mountain,Jean Craighead George,2001,10,http://images.amazon.com/images/P/0141312424.01.LZZZZZZZ.jpg
3556,68,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0380725622,The Barn (Avon Camelot Books (Paperback)),Avi,1996,10,http://images.amazon.com/images/P/0380725622.01.LZZZZZZZ.jpg
3556,68,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0385504209,The Da Vinci Code,Dan Brown,2003,10,http://images.amazon.com/images/P/0385504209.01.LZZZZZZZ.jpg
3556,68,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0385508042,The King of Torts,John Grisham,2003,9,http://images.amazon.com/images/P/0385508042.01.LZZZZZZZ.jpg
3556,68,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0440407125,Guts: The True Stories Behind Hatchet and the Brian Books,Gary Paulsen,2002,10,http://images.amazon.com/images/P/0440407125.01.LZZZZZZZ.jpg
3556,68,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0440439884,Island of the Blue Dolphins,SCOTT O'DELL,1971,10,http://images.amazon.com/images/P/0440439884.01.LZZZZZZZ.jpg
3556,68,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0440967848,The Outside Shot,WALTER DEAN MYERS,1986,10,http://images.amazon.com/images/P/0440967848.01.LZZZZZZZ.jpg
3556,68,usa,"39.7837304, -100.445882",39.7837304,-100.445882,044651652X,The Bridges of Madison County,Robert James Waller,1992,10,http://images.amazon.com/images/P/044651652X.01.LZZZZZZZ.jpg
3556,68,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0590424165,Sideways Arithmetic from Wayside School,Louis Sachar,1989,8,http://images.amazon.com/images/P/0590424165.01.LZZZZZZZ.jpg
3556,68,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0590461001,The Hitchhiker (Point),R. L. Stine,1993,7,http://images.amazon.com/images/P/0590461001.01.LZZZZZZZ.jpg
3556,68,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0671019376,The GREAT ESCAPE: UPCHUCK AND THE ROTTENWILLY (Upchuck and the Rotten Willy),Bill Wallace,1999,9,http://images.amazon.com/images/P/0671019376.01.LZZZZZZZ.jpg
3556,68,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0671027360,Angels &amp; Demons,Dan Brown,2001,10,http://images.amazon.com/images/P/0671027360.01.LZZZZZZZ.jpg
3556,68,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0785272984,Walking Wisely: Real Guidance For Life's Journey,"Charles, Dr Stanley",2002,8,http://images.amazon.com/images/P/0785272984.01.LZZZZZZZ.jpg
3556,68,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0786864249,Don't Sweat the Small Stuff... and It's All Small Stuff: Simple Ways to Keep the Little Things from Taking Over Your Life,Richard Carlson,1997,6,http://images.amazon.com/images/P/0786864249.01.LZZZZZZZ.jpg
3556,68,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0842321934,The Vanishings (Left Behind: The Kids #1),Jerry B. Jenkins,1998,10,http://images.amazon.com/images/P/0842321934.01.LZZZZZZZ.jpg
3556,68,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0842321942,Second Chance (Left Behind: The Kids #2),Jerry B. Jenkins,1998,10,http://images.amazon.com/images/P/0842321942.01.LZZZZZZZ.jpg
3556,68,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0842321969,Facing the Future (Left Behind: The Kids #4),Jerry B. Jenkins,1998,10,http://images.amazon.com/images/P/0842321969.01.LZZZZZZZ.jpg
3556,68,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0842329277,"Assassins: Assignment: Jerusalem, Target: Antichrist (Left Behind No. 6)",Tim Lahaye,2000,10,http://images.amazon.com/images/P/0842329277.01.LZZZZZZZ.jpg
3556,68,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0842343253,Nicolae High (Left Behind: The Kids #5),Jerry B. Jenkins,1999,10,http://images.amazon.com/images/P/0842343253.01.LZZZZZZZ.jpg
3556,68,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0842343261,The Underground (Left Behind: The Kids #6),Jerry B. Jenkins,1999,10,http://images.amazon.com/images/P/0842343261.01.LZZZZZZZ.jpg
3556,68,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0842343288,Death Strike (Left Behind the Kids),Jerry Jenkins,2000,10,http://images.amazon.com/images/P/0842343288.01.LZZZZZZZ.jpg
3556,68,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0842343296,The Search (Left Behind: The Kids #9),Jerry B. Jenkins,2000,10,http://images.amazon.com/images/P/0842343296.01.LZZZZZZZ.jpg
3556,68,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0871234408,Why Knock Rock? Is it bad? Is it good? Does it really matter?,Dan Peters,1984,10,http://images.amazon.com/images/P/0871234408.01.LZZZZZZZ.jpg
3556,68,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0880296143,Haunted Heartland (Dorset Reprints Series),Beth Scott,1991,7,http://images.amazon.com/images/P/0880296143.01.LZZZZZZZ.jpg
3556,68,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0892741880,Jihad: The Holy War,Lester Sumrall,1981,10,http://images.amazon.com/images/P/0892741880.01.LZZZZZZZ.jpg
3556,68,usa,"39.7837304, -100.445882",39.7837304,-100.445882,1841952974,I'm Not Scared,Niccolo Ammaniti,2003,8,http://images.amazon.com/images/P/1841952974.01.LZZZZZZZ.jpg
3775,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0312983298,Full Speed (Janet Evanovich's Full Series),Janet Evanovich,2003,8,http://images.amazon.com/images/P/0312983298.01.LZZZZZZZ.jpg
3775,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0553275852,The Monkey's Raincoat,ROBERT CRAIS,1992,8,http://images.amazon.com/images/P/0553275852.01.LZZZZZZZ.jpg
3884,64,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0399147020,Blood Lure,Nevada Barr,2001,8,http://images.amazon.com/images/P/0399147020.01.LZZZZZZZ.jpg
3902,59,canada,"61.0666922, -107.991707",61.0666922,-107.991707,0874831121,Homecoming: The Southern Family in Short Fiction,Liz Smith Parkhurst,1990,8,http://images.amazon.com/images/P/0874831121.01.LZZZZZZZ.jpg
3977,63,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0375700757,Cold Mountain : A Novel,CHARLES FRAZIER,1998,9,http://images.amazon.com/images/P/0375700757.01.LZZZZZZZ.jpg
3977,63,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0671681036,ALL MY FRIENDS ARE GOING TO BE STRANGERS (Touchstone Book),Larry McMurtry,1989,8,http://images.amazon.com/images/P/0671681036.01.LZZZZZZZ.jpg
3977,63,usa,"39.7837304, -100.445882",39.7837304,-100.445882,068480087X,POSTCARDS,Annie Proulx,1994,8,http://images.amazon.com/images/P/068480087X.01.LZZZZZZZ.jpg
3977,63,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0743407067,The First Time,Joy Fielding,2001,6,http://images.amazon.com/images/P/0743407067.01.LZZZZZZZ.jpg
3999,71,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0385504209,The Da Vinci Code,Dan Brown,2003,10,http://images.amazon.com/images/P/0385504209.01.LZZZZZZZ.jpg
4035,60,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0060008776,Pagan Babies,Elmore Leonard,2002,7,http://images.amazon.com/images/P/0060008776.01.LZZZZZZZ.jpg
4035,60,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0345413350,"The Golden Compass (His Dark Materials, Book 1)",PHILIP PULLMAN,1997,8,http://images.amazon.com/images/P/0345413350.01.LZZZZZZZ.jpg
4049,65,united kingdom,"54.7023545, -3.2765753",54.7023545,-3.2765753,0241130522,Scarfe Land,Gerald Scarfe,1990,7,http://images.amazon.com/images/P/0241130522.01.LZZZZZZZ.jpg
4049,65,united kingdom,"54.7023545, -3.2765753",54.7023545,-3.2765753,0413624501,"The True Confessions of Adrian Albert Mole, Margaret Hilda Roberts and Susan Lilian Townsend",Sue Townsend,1989,8,http://images.amazon.com/images/P/0413624501.01.LZZZZZZZ.jpg
4049,65,united kingdom,"54.7023545, -3.2765753",54.7023545,-3.2765753,0413725405,Bell's Eye: A History of the Twentieth Century in Rude Words and Pictures,Steve Bell,1999,9,http://images.amazon.com/images/P/0413725405.01.LZZZZZZZ.jpg
4049,65,united kingdom,"54.7023545, -3.2765753",54.7023545,-3.2765753,0745321992,Regime Unchanged,Milan Rai,2003,9,http://images.amazon.com/images/P/0745321992.01.LZZZZZZZ.jpg
4049,65,united kingdom,"54.7023545, -3.2765753",54.7023545,-3.2765753,1853830852,Turn over a New Leaf: Green Cartoons for Care,Mark Bryant,1990,6,http://images.amazon.com/images/P/1853830852.01.LZZZZZZZ.jpg
4169,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0375502238,Blessings,ANNA QUINDLEN,2002,8,http://images.amazon.com/images/P/0375502238.01.LZZZZZZZ.jpg
4169,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0385504209,The Da Vinci Code,Dan Brown,2003,10,http://images.amazon.com/images/P/0385504209.01.LZZZZZZZ.jpg
4183,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0743418174,Good in Bed,Jennifer Weiner,2002,6,http://images.amazon.com/images/P/0743418174.01.LZZZZZZZ.jpg
4185,63,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0380758377,Without Due Process,J.A. Jance,1993,8,http://images.amazon.com/images/P/0380758377.01.LZZZZZZZ.jpg
4197,61,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0028625757,The Complete Illustrated Guide to Everything Sold in Hardware Stores,Steve Ettlinger,1998,7,http://images.amazon.com/images/P/0028625757.01.LZZZZZZZ.jpg
4197,61,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0071349294,Great Eastern RV Trips: A Year-Round Guide to the Best Rving in the East,Janet  Groene,2000,9,http://images.amazon.com/images/P/0071349294.01.LZZZZZZZ.jpg
4197,61,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0312264372,"Robert Ludlum's the Hades Factor (Ludlum, Robert, Covert-One Novels.)",Robert Ludlum,2000,8,http://images.amazon.com/images/P/0312264372.01.LZZZZZZZ.jpg
4197,61,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0312869061,Swell Foop (Xanth Novels (Hardcover)),Piers Anthony,2001,8,http://images.amazon.com/images/P/0312869061.01.LZZZZZZZ.jpg
4197,61,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0312873085,Elixir,Gary Braver,2000,8,http://images.amazon.com/images/P/0312873085.01.LZZZZZZZ.jpg
4197,61,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0399146237,Running Blind,Lee Child,2000,6,http://images.amazon.com/images/P/0399146237.01.LZZZZZZZ.jpg
4197,61,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0399146687,Perish Twice,Robert B. Parker,2000,8,http://images.amazon.com/images/P/0399146687.01.LZZZZZZZ.jpg
4197,61,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0399146865,Getting What You Want: The 7 Principles of Rational Living,Robert J. Ringer,2000,7,http://images.amazon.com/images/P/0399146865.01.LZZZZZZZ.jpg
